Date,Day_of_Week,Month,Quarter,Holiday_Indicator,Product_ID,Category,Price,Promotion_Type,Promotion_Duration,Discount_Applied,Customer_Segment,Region,Inventory_Levels,Competitor_Pricing_Indicator,Units_Sold,Revenue
2024-04-26,Friday,4,2,0,PROD_142,Home & Garden,246.35,None,0,0.0,Retail,East,109,Same,34,8375.9
2024-04-27,Saturday,4,2,0,PROD_129,Home & Garden,226.39,None,0,0.0,Wholesale,South,224,Higher,61,13809.79
2024-04-28,Sunday,4,2,0,PROD_138,Apparel,266.21,None,0,0.0,Retail,West,398,Lower,16,4259.36
2024-04-30,Tuesday,4,2,0,PROD_130,Electronics,94.2,None,0,0.0,Retail,West,475,Same,17,1601.4
2024-05-01,Wednesday,5,2,0,PROD_117,Electronics,70.28,None,0,0.0,Retail,North,466,Same,36,2530.08
2024-05-02,Thursday,5,2,0,PROD_135,Home & Garden,265.75,None,0,0.0,Wholesale,South,467,Same,11,2923.25
2024-05-03,Friday,5,2,0,PROD_101,Electronics,202.4,Seasonal Sale,4,0.15,Retail,West,464,Same,35,6021.4
2024-05-04,Saturday,5,2,0,PROD_113,Electronics,103.61,None,0,0.0,Retail,West,400,Same,46,4766.06
2024-05-05,Sunday,5,2,0,PROD_112,Electronics,226.57,Seasonal Sale,7,0.15,Wholesale,South,457,Lower,22,4236.86
2024-05-07,Tuesday,5,2,0,PROD_128,Home & Garden,247.31,Clearance,7,0.4,Retail,East,239,Same,68,10090.25
2024-05-08,Wednesday,5,2,0,PROD_111,Apparel,190.27,None,0,0.0,Retail,West,397,Lower,27,5137.29
2024-05-09,Thursday,5,2,0,PROD_138,Beauty,211.05,None,0,0.0,Retail,North,113,Same,38,8019.9
2024-05-10,Friday,5,2,0,PROD_101,Apparel,121.95,None,0,0.0,Retail,West,476,Lower,20,2439.0
2024-05-11,Saturday,5,2,0,PROD_131,Beauty,168.53,None,0,0.0,Wholesale,North,122,Lower,21,3539.13
2024-05-12,Sunday,5,2,0,PROD_112,Electronics,164.39,None,0,0.0,Retail,North,242,Same,31,5096.09
2024-05-13,Monday,5,2,0,PROD_145,Apparel,256.69,Seasonal Sale,5,0.15,Retail,West,205,Same,60,13091.19
2024-05-14,Tuesday,5,2,0,PROD_126,Beauty,254.39,None,0,0.0,Retail,West,488,Higher,59,15009.01
2024-05-15,Wednesday,5,2,0,PROD_148,Home & Garden,252.31,None,0,0.0,Wholesale,North,203,Same,25,6307.75
2024-05-16,Thursday,5,2,0,PROD_140,Home & Garden,18.14,Flash Sale,13,0.25,Wholesale,South,181,Same,42,571.41
2024-05-17,Friday,5,2,0,PROD_116,Apparel,228.62,None,0,0.0,Retail,South,266,Higher,32,7315.84
2024-05-18,Saturday,5,2,0,PROD_139,Apparel,231.22,Flash Sale,3,0.25,Retail,West,50,Same,17,2948.06
2024-05-20,Monday,5,2,0,PROD_130,Electronics,208.34,None,0,0.0,Wholesale,East,71,Lower,9,1875.06
2024-05-21,Tuesday,5,2,0,PROD_133,Apparel,230.54,None,0,0.0,Retail,South,364,Same,30,6916.2
2024-05-22,Wednesday,5,2,0,PROD_123,Electronics,254.96,None,0,0.0,Wholesale,West,95,Higher,62,15807.52
2024-05-23,Thursday,5,2,0,PROD_144,Electronics,149.04,None,0,0.0,Wholesale,South,404,Same,43,6408.72
2024-05-24,Friday,5,2,1,PROD_134,Home & Garden,158.08,Clearance,11,0.4,Wholesale,East,458,Same,117,11097.22
2024-05-26,Sunday,5,2,0,PROD_147,Home & Garden,50.54,None,0,0.0,Retail,West,297,Lower,10,505.4
2024-05-27,Monday,5,2,0,PROD_105,Beauty,124.83,Clearance,5,0.4,Retail,East,59,Lower,36,2696.33
2024-05-28,Tuesday,5,2,0,PROD_118,Home & Garden,198.36,None,0,0.0,Wholesale,West,120,Same,48,9521.28
2024-05-29,Wednesday,5,2,1,PROD_129,Home & Garden,237.41,None,0,0.0,Retail,East,130,Same,51,12107.91
2024-05-30,Thursday,5,2,0,PROD_106,Apparel,76.9,None,0,0.0,Retail,South,404,Lower,9,692.1
2024-05-31,Friday,5,2,0,PROD_109,Home & Garden,54.28,None,0,0.0,Wholesale,South,340,Higher,18,977.04
2024-06-01,Saturday,6,2,0,PROD_140,Beauty,203.97,Clearance,13,0.4,Wholesale,East,268,Higher,75,9178.65
2024-06-02,Sunday,6,2,0,PROD_131,Apparel,15.54,None,0,0.0,Retail,East,210,Same,25,388.5
2024-06-03,Monday,6,2,0,PROD_133,Beauty,65.84,None,0,0.0,Retail,East,201,Higher,59,3884.56
2024-06-04,Tuesday,6,2,0,PROD_127,Home & Garden,23.29,None,0,0.0,Retail,West,445,Lower,34,791.86
2024-06-05,Wednesday,6,2,0,PROD_114,Beauty,62.56,None,0,0.0,Wholesale,South,424,Same,18,1126.08
2024-06-06,Thursday,6,2,0,PROD_129,Apparel,66.68,None,0,0.0,Corporate,West,354,Same,14,933.52
2024-06-07,Friday,6,2,0,PROD_136,Electronics,125.49,None,0,0.0,Retail,South,228,Higher,14,1756.86
2024-06-08,Saturday,6,2,0,PROD_128,Beauty,129.66,Flash Sale,8,0.25,Retail,North,41,Higher,38,3695.31
2024-06-09,Sunday,6,2,0,PROD_121,Beauty,264.16,None,0,0.0,Wholesale,West,185,Same,45,11887.2
2024-06-10,Monday,6,2,0,PROD_103,Apparel,160.38,None,0,0.0,Retail,South,118,Higher,40,6415.2
2024-06-11,Tuesday,6,2,0,PROD_119,Apparel,221.17,None,0,0.0,Retail,South,227,Lower,21,4644.57
2024-06-12,Wednesday,6,2,0,PROD_131,Beauty,44.68,None,0,0.0,Corporate,West,27,Higher,40,1787.2
2024-06-13,Thursday,6,2,0,PROD_135,Home & Garden,79.25,Clearance,6,0.4,Retail,West,209,Higher,111,5278.05
2024-06-14,Friday,6,2,0,PROD_149,Beauty,215.34,None,0,0.0,Wholesale,South,194,Lower,26,5598.84
2024-06-15,Saturday,6,2,0,PROD_103,Apparel,30.05,None,0,0.0,Retail,West,292,Same,47,1412.35
2024-06-16,Sunday,6,2,0,PROD_126,Electronics,153.68,Seasonal Sale,4,0.15,Retail,East,36,Lower,40,5225.12
2024-06-18,Tuesday,6,2,0,PROD_116,Electronics,185.82,None,0,0.0,Wholesale,West,109,Same,27,5017.14
2024-06-19,Wednesday,6,2,0,PROD_111,Home & Garden,186.61,None,0,0.0,Retail,West,160,Same,16,2985.76
2024-06-20,Thursday,6,2,0,PROD_121,Beauty,21.54,Clearance,13,0.4,Corporate,West,164,Same,20,258.48
2024-06-21,Friday,6,2,0,PROD_116,Electronics,106.8,Seasonal Sale,7,0.15,Retail,South,185,Higher,75,6808.5
2024-06-22,Saturday,6,2,0,PROD_109,Beauty,196.4,Clearance,4,0.4,Retail,East,356,Same,20,2356.8
2024-06-23,Sunday,6,2,0,PROD_100,Apparel,57.46,None,0,0.0,Retail,North,97,Same,33,1896.18
2024-06-24,Monday,6,2,0,PROD_121,Electronics,213.19,None,0,0.0,Retail,North,448,Higher,16,3411.04
2024-06-25,Tuesday,6,2,0,PROD_125,Home & Garden,227.59,None,0,0.0,Retail,East,281,Higher,16,3641.44
2024-06-27,Thursday,6,2,0,PROD_117,Apparel,294.86,None,0,0.0,Retail,East,182,Lower,18,5307.48
2024-06-28,Friday,6,2,0,PROD_149,Home & Garden,74.8,Flash Sale,10,0.25,Retail,East,385,Higher,76,4263.6
2024-06-29,Saturday,6,2,0,PROD_113,Apparel,250.16,None,0,0.0,Retail,South,33,Lower,28,7004.48
2024-06-30,Sunday,6,2,0,PROD_146,Electronics,163.28,Flash Sale,3,0.25,Wholesale,North,258,Higher,88,10776.48
2024-07-01,Monday,7,3,0,PROD_128,Home & Garden,121.44,Seasonal Sale,13,0.15,Wholesale,East,91,Same,50,5161.2
